Number	Header	Position	Time	Altitude	Leg Length	Leg Time	Leg Speed	Leg Course
771	Trackpoint	N6 12.876 W75 33.516	29/04/2024 12:46	1670	11	0:00:01	41 kph	101° true
772	Trackpoint	N6 12.875 W75 33.510	29/04/2024 12:46	1671	11	0:00:01	41 kph	100° true
773	Trackpoint	N6 12.874 W75 33.504	29/04/2024 12:46	1671	11	0:00:01	41 kph	101° true
774	Trackpoint	N6 12.873 W75 33.497	29/04/2024 12:46	1672	12	0:00:01	42 kph	103° true
775	Trackpoint	N6 12.871 W75 33.491	29/04/2024 12:46	1673	12	0:00:01	42 kph	103° true
776	Trackpoint	N6 12.870 W75 33.485	29/04/2024 12:46	1673	12	0:00:01	42 kph	104° true
777	Trackpoint	N6 12.869 W75 33.479	29/04/2024 12:46	1674	11	0:00:01	40 kph	98° true
778	Trackpoint	N6 12.869 W75 33.474	29/04/2024 12:46	1674	10	0:00:01	36 kph	95° true
779	Trackpoint	N6 12.869 W75 33.469	29/04/2024 12:46	1675	9	0:00:01	34 kph	85° true
780	Trackpoint	N6 12.871 W75 33.464	29/04/2024 12:46	1675	9	0:00:02	17 kph	71° true
781	Trackpoint	N6 12.873 W75 33.459	29/04/2024 12:46	1676	9	0:00:01	33 kph	63° true
782	Trackpoint	N6 12.876 W75 33.456	29/04/2024 12:46	1676	9	0:00:01	32 kph	52° true
783	Trackpoint	N6 12.879 W75 33.452	29/04/2024 12:46	1677	8	0:00:01	30 kph	45° true
784	Trackpoint	N6 12.881 W75 33.450	29/04/2024 12:46	1677	6	0:00:01	23 kph	56° true
785	Trackpoint	N6 12.882 W75 33.447	29/04/2024 12:46	1678	6	0:00:01	20 kph	77° true
786	Trackpoint	N6 12.882 W75 33.444	29/04/2024 12:46	1678	5	0:00:01	18 kph	85° true
787	Trackpoint	N6 12.880 W75 33.442	29/04/2024 12:46	1679	5	0:00:01	18 kph	127° true
788	Trackpoint	N6 12.877 W75 33.440	29/04/2024 12:46	1680	6	0:00:01	23 kph	153° true
789	Trackpoint	N6 12.873 W75 33.440	29/04/2024 12:46	1680	7	0:00:01	26 kph	172° true
790	Trackpoint	N6 12.870 W75 33.441	29/04/2024 12:46	1681	7	0:00:01	24 kph	211° true
791	Trackpoint	N6 12.868 W75 33.444	29/04/2024 12:46	1683	6	0:00:01	21 kph	226° true
792	Trackpoint	N6 12.867 W75 33.446	29/04/2024 12:46	1686	5	0:00:01	17 kph	256° true
793	Trackpoint	N6 12.868 W75 33.449	29/04/2024 12:46	1688	5	0:00:01	16 kph	283° true
794	Trackpoint	N6 12.870 W75 33.451	29/04/2024 12:46	1689	6	0:00:01	21 kph	308° true
795	Trackpoint	N6 12.873 W75 33.454	29/04/2024 12:46	1688	8	0:00:01	28 kph	313° true
796	Trackpoint	N6 12.877 W75 33.457	29/04/2024 12:46	1688	9	0:00:01	31 kph	325° true
797	Trackpoint	N6 12.881 W75 33.460	29/04/2024 12:46	1688	9	0:00:01	34 kph	328° true
798	Trackpoint	N6 12.886 W75 33.462	29/04/2024 12:46	1687	10	0:00:01	37 kph	329° true
799	Trackpoint	N6 12.891 W75 33.465	29/04/2024 12:46	1687	11	0:00:01	39 kph	333° true
800	Trackpoint	N6 12.896 W75 33.468	29/04/2024 12:46	1687	10	0:00:01	38 kph	333° true
801	Trackpoint	N6 12.902 W75 33.471	29/04/2024 12:46	1687	13	0:00:01	46 kph	332° true
802	Trackpoint	N6 12.908 W75 33.474	29/04/2024 12:46	1688	13	0:00:01	46 kph	334° true
803	Trackpoint	N6 12.914 W75 33.476	29/04/2024 12:46	1688	12	0:00:01	42 kph	344° true
804	Trackpoint	N6 12.919 W75 33.476	29/04/2024 12:46	1689	9	0:00:01	33 kph	357° true
