Grid	Lat/Long hddd°mm.mmm'
Datum	WGS 84

Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	Bicicleta eléctrica a la hora del almuerzo	29/04/2024 12:32:29 p. m. 	0:14:29	7.7 km	32 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N6 14.284 W75 34.350	29/04/2024 12:40:38 p. m. 	1483 m			4 m	0:00:01	15 kph	110° true
Trackpoint	N6 14.284 W75 34.348	29/04/2024 12:40:39 p. m. 	1483 m			3 m	0:00:01	12 kph	102° true
Trackpoint	N6 14.284 W75 34.347	29/04/2024 12:40:40 p. m. 	1483 m			1 m	0:00:01	4 kph	100° true
Trackpoint	N6 14.283 W75 34.345	29/04/2024 12:40:41 p. m. 	1483 m			4 m	0:00:01	15 kph	104° true
Trackpoint	N6 14.283 W75 34.344	29/04/2024 12:40:42 p. m. 	1483 m			2 m	0:00:01	6 kph	115° true
Trackpoint	N6 14.282 W75 34.342	29/04/2024 12:40:43 p. m. 	1483 m			5 m	0:00:01	17 kph	118° true
Trackpoint	N6 14.280 W75 34.338	29/04/2024 12:40:44 p. m. 	1483 m			7 m	0:00:01	26 kph	109° true
Trackpoint	N6 14.279 W75 34.335	29/04/2024 12:40:45 p. m. 	1483 m			6 m	0:00:01	21 kph	109° true
Trackpoint	N6 14.278 W75 34.332	29/04/2024 12:40:46 p. m. 	1483 m			7 m	0:00:01	27 kph	115° true
Trackpoint	N6 14.277 W75 34.329	29/04/2024 12:40:47 p. m. 	1483 m			5 m	0:00:01	19 kph	107° true
Trackpoint	N6 14.274 W75 34.326	29/04/2024 12:40:48 p. m. 	1483 m			7 m	0:00:01	23 kph	137° true
Trackpoint	N6 14.272 W75 34.323	29/04/2024 12:40:49 p. m. 	1483 m			7 m	0:00:01	27 kph	116° true
Trackpoint	N6 14.270 W75 34.319	29/04/2024 12:40:50 p. m. 	1483 m			9 m	0:00:01	32 kph	115° true
Trackpoint	N6 14.269 W75 34.314	29/04/2024 12:40:51 p. m. 	1483 m			9 m	0:00:01	32 kph	111° true
Trackpoint	N6 14.267 W75 34.310	29/04/2024 12:40:52 p. m. 	1483 m			8 m	0:00:01	30 kph	109° true
Trackpoint	N6 14.266 W75 34.307	29/04/2024 12:40:53 p. m. 	1483 m			5 m	0:00:01	17 kph	113° true
Trackpoint	N6 14.266 W75 34.306	29/04/2024 12:40:54 p. m. 	1483 m			2 m	0:00:01	7 kph	108° true
Trackpoint	N6 14.266 W75 34.306	29/04/2024 12:40:55 p. m. 	1483 m			1 m	0:00:01	2 kph	22° true
Trackpoint	N6 14.266 W75 34.305	29/04/2024 12:40:56 p. m. 	1483 m			2 m	0:00:01	7 kph	115° true
Trackpoint	N6 14.265 W75 34.303	29/04/2024 12:40:57 p. m. 	1483 m			4 m	0:00:01	13 kph	100° true
Trackpoint	N6 14.265 W75 34.301	29/04/2024 12:40:58 p. m. 	1483 m			5 m	0:00:01	17 kph	103° true
Trackpoint	N6 14.264 W75 34.298	29/04/2024 12:40:59 p. m. 	1483 m			6 m	0:00:01	21 kph	108° true
Trackpoint	N6 14.263 W75 34.294	29/04/2024 12:41:00 p. m. 	1483 m			7 m	0:00:01	25 kph	112° true
Trackpoint	N6 14.261 W75 34.291	29/04/2024 12:41:01 p. m. 	1483 m			8 m	0:00:01	28 kph	113° true
Trackpoint	N6 14.259 W75 34.286	29/04/2024 12:41:02 p. m. 	1483 m			9 m	0:00:01	32 kph	117° true
Trackpoint	N6 14.257 W75 34.282	29/04/2024 12:41:03 p. m. 	1483 m			8 m	0:00:01	30 kph	112° true
Trackpoint	N6 14.254 W75 34.278	29/04/2024 12:41:04 p. m. 	1483 m			9 m	0:00:01	34 kph	122° true
Trackpoint	N6 14.252 W75 34.274	29/04/2024 12:41:05 p. m. 	1483 m			9 m	0:00:01	31 kph	116° true
Trackpoint	N6 14.251 W75 34.270	29/04/2024 12:41:06 p. m. 	1484 m			7 m	0:00:01	27 kph	115° true
Trackpoint	N6 14.249 W75 34.266	29/04/2024 12:41:07 p. m. 	1484 m			8 m	0:00:01	29 kph	114° true
Trackpoint	N6 14.247 W75 34.262	29/04/2024 12:41:08 p. m. 	1484 m			8 m	0:00:01	29 kph	113° true
Trackpoint	N6 14.245 W75 34.257	29/04/2024 12:41:09 p. m. 	1484 m			10 m	0:00:01	35 kph	113° true
Trackpoint	N6 14.243 W75 34.252	29/04/2024 12:41:10 p. m. 	1484 m			10 m	0:00:01	37 kph	111° true
Trackpoint	N6 14.241 W75 34.246	29/04/2024 12:41:11 p. m. 	1484 m			11 m	0:00:01	38 kph	112° true
Trackpoint	N6 14.239 W75 34.241	29/04/2024 12:41:12 p. m. 	1484 m			11 m	0:00:01	39 kph	108° true
Trackpoint	N6 14.238 W75 34.236	29/04/2024 12:41:13 p. m. 	1484 m			10 m	0:00:01	37 kph	109° true
Trackpoint	N6 14.236 W75 34.230	29/04/2024 12:41:14 p. m. 	1484 m			11 m	0:00:01	40 kph	103° true
Trackpoint	N6 14.235 W75 34.224	29/04/2024 12:41:15 p. m. 	1485 m			11 m	0:00:01	41 kph	100° true
Trackpoint	N6 14.234 W75 34.218	29/04/2024 12:41:16 p. m. 	1485 m			11 m	0:00:01	38 kph	102° true
Trackpoint	N6 14.233 W75 34.213	29/04/2024 12:41:17 p. m. 	1485 m			10 m	0:00:01	37 kph	102° true
Trackpoint	N6 14.232 W75 34.208	29/04/2024 12:41:18 p. m. 	1485 m			10 m	0:00:01	35 kph	105° true
Trackpoint	N6 14.230 W75 34.203	29/04/2024 12:41:19 p. m. 	1485 m			10 m	0:00:01	34 kph	103° true
Trackpoint	N6 14.229 W75 34.198	29/04/2024 12:41:20 p. m. 	1485 m			9 m	0:00:01	31 kph	106° true
Trackpoint	N6 14.227 W75 34.194	29/04/2024 12:41:21 p. m. 	1486 m			8 m	0:00:01	29 kph	114° true
Trackpoint	N6 14.226 W75 34.190	29/04/2024 12:41:22 p. m. 	1486 m			8 m	0:00:01	28 kph	116° true
Trackpoint	N6 14.224 W75 34.186	29/04/2024 12:41:23 p. m. 	1486 m			8 m	0:00:01	29 kph	117° true
Trackpoint	N6 14.221 W75 34.182	29/04/2024 12:41:24 p. m. 	1486 m			8 m	0:00:01	30 kph	119° true
Trackpoint	N6 14.219 W75 34.178	29/04/2024 12:41:25 p. m. 	1486 m			9 m	0:00:01	33 kph	118° true
Trackpoint	N6 14.217 W75 34.173	29/04/2024 12:41:26 p. m. 	1486 m			10 m	0:00:01	36 kph	112° true
Trackpoint	N6 14.215 W75 34.168	29/04/2024 12:41:27 p. m. 	1486 m			10 m	0:00:01	35 kph	117° true
Trackpoint	N6 14.212 W75 34.163	29/04/2024 12:41:28 p. m. 	1487 m			10 m	0:00:01	36 kph	117° true
Trackpoint	N6 14.210 W75 34.159	29/04/2024 12:41:29 p. m. 	1487 m			10 m	0:00:01	36 kph	117° true
Trackpoint	N6 14.207 W75 34.154	29/04/2024 12:41:30 p. m. 	1487 m			10 m	0:00:01	37 kph	117° true
Trackpoint	N6 14.205 W75 34.149	29/04/2024 12:41:31 p. m. 	1488 m			10 m	0:00:01	36 kph	115° true
Trackpoint	N6 14.203 W75 34.144	29/04/2024 12:41:32 p. m. 	1488 m			10 m	0:00:01	35 kph	116° true
Trackpoint	N6 14.200 W75 34.139	29/04/2024 12:41:33 p. m. 	1488 m			10 m	0:00:01	35 kph	117° true
Trackpoint	N6 14.198 W75 34.135	29/04/2024 12:41:34 p. m. 	1489 m			10 m	0:00:01	36 kph	119° true
Trackpoint	N6 14.195 W75 34.130	29/04/2024 12:41:35 p. m. 	1489 m			10 m	0:00:01	36 kph	121° true
Trackpoint	N6 14.192 W75 34.126	29/04/2024 12:41:36 p. m. 	1490 m			9 m	0:00:01	33 kph	130° true
Trackpoint	N6 14.188 W75 34.123	29/04/2024 12:41:37 p. m. 	1490 m			9 m	0:00:01	33 kph	137° true
Trackpoint	N6 14.184 W75 34.119	29/04/2024 12:41:38 p. m. 	1491 m			9 m	0:00:01	34 kph	136° true
Trackpoint	N6 14.180 W75 34.116	29/04/2024 12:41:39 p. m. 	1491 m			9 m	0:00:01	34 kph	141° true
Trackpoint	N6 14.176 W75 34.113	29/04/2024 12:41:40 p. m. 	1492 m			10 m	0:00:01	35 kph	149° true
Trackpoint	N6 14.171 W75 34.110	29/04/2024 12:41:41 p. m. 	1493 m			10 m	0:00:01	36 kph	149° true
Trackpoint	N6 14.166 W75 34.108	29/04/2024 12:41:42 p. m. 	1493 m			10 m	0:00:01	36 kph	158° true
Trackpoint	N6 14.161 W75 34.106	29/04/2024 12:41:43 p. m. 	1494 m			10 m	0:00:01	37 kph	157° true
Trackpoint	N6 14.156 W75 34.104	29/04/2024 12:41:44 p. m. 	1494 m			10 m	0:00:01	38 kph	158° true
Trackpoint	N6 14.151 W75 34.102	29/04/2024 12:41:45 p. m. 	1495 m			11 m	0:00:01	38 kph	159° true
Trackpoint	N6 14.145 W75 34.100	29/04/2024 12:41:46 p. m. 	1495 m			11 m	0:00:01	39 kph	160° true
Trackpoint	N6 14.139 W75 34.098	29/04/2024 12:41:47 p. m. 	1496 m			11 m	0:00:01	41 kph	163° true
Trackpoint	N6 14.133 W75 34.097	29/04/2024 12:41:48 p. m. 	1496 m			11 m	0:00:01	41 kph	169° true
Trackpoint	N6 14.127 W75 34.095	29/04/2024 12:41:49 p. m. 	1497 m			12 m	0:00:01	42 kph	161° true
Trackpoint	N6 14.121 W75 34.093	29/04/2024 12:41:50 p. m. 	1497 m			12 m	0:00:01	42 kph	164° true
Trackpoint	N6 14.115 W75 34.092	29/04/2024 12:41:51 p. m. 	1498 m			12 m	0:00:01	42 kph	164° true
Trackpoint	N6 14.109 W75 34.089	29/04/2024 12:41:52 p. m. 	1499 m			12 m	0:00:01	43 kph	160° true
Trackpoint	N6 14.103 W75 34.087	29/04/2024 12:41:53 p. m. 	1500 m			12 m	0:00:01	43 kph	155° true
Trackpoint	N6 14.097 W75 34.084	29/04/2024 12:41:54 p. m. 	1500 m			12 m	0:00:01	43 kph	159° true
Trackpoint	N6 14.091 W75 34.082	29/04/2024 12:41:55 p. m. 	1501 m			13 m	0:00:01	45 kph	161° true
Trackpoint	N6 14.085 W75 34.080	29/04/2024 12:41:56 p. m. 	1502 m			13 m	0:00:01	45 kph	160° true
Trackpoint	N6 14.078 W75 34.077	29/04/2024 12:41:57 p. m. 	1503 m			13 m	0:00:01	45 kph	159° true
Trackpoint	N6 14.072 W75 34.075	29/04/2024 12:41:58 p. m. 	1503 m			12 m	0:00:01	44 kph	162° true
Trackpoint	N6 14.066 W75 34.073	29/04/2024 12:41:59 p. m. 	1504 m			12 m	0:00:01	45 kph	161° true
Trackpoint	N6 14.059 W75 34.071	29/04/2024 12:42:00 p. m. 	1505 m			13 m	0:00:01	45 kph	162° true
Trackpoint	N6 14.053 W75 34.068	29/04/2024 12:42:01 p. m. 	1506 m			12 m	0:00:01	45 kph	154° true
Trackpoint	N6 14.047 W75 34.065	29/04/2024 12:42:02 p. m. 	1506 m			12 m	0:00:01	44 kph	154° true
Trackpoint	N6 14.042 W75 34.061	29/04/2024 12:42:03 p. m. 	1507 m			12 m	0:00:01	43 kph	146° true
Trackpoint	N6 14.036 W75 34.058	29/04/2024 12:42:04 p. m. 	1508 m			12 m	0:00:01	43 kph	148° true
Trackpoint	N6 14.031 W75 34.054	29/04/2024 12:42:05 p. m. 	1509 m			12 m	0:00:01	42 kph	144° true
Trackpoint	N6 14.026 W75 34.051	29/04/2024 12:42:06 p. m. 	1509 m			12 m	0:00:01	42 kph	144° true
Trackpoint	N6 14.022 W75 34.046	29/04/2024 12:42:07 p. m. 	1510 m			11 m	0:00:01	41 kph	138° true
Trackpoint	N6 14.017 W75 34.042	29/04/2024 12:42:08 p. m. 	1511 m			12 m	0:00:01	42 kph	133° true
Trackpoint	N6 14.013 W75 34.037	29/04/2024 12:42:09 p. m. 	1511 m			12 m	0:00:01	42 kph	132° true
Trackpoint	N6 14.008 W75 34.032	29/04/2024 12:42:10 p. m. 	1511 m			12 m	0:00:01	44 kph	134° true
Trackpoint	N6 14.004 W75 34.027	29/04/2024 12:42:11 p. m. 	1512 m			12 m	0:00:01	44 kph	133° true
Trackpoint	N6 14.000 W75 34.022	29/04/2024 12:42:12 p. m. 	1512 m			12 m	0:00:01	44 kph	130° true
Trackpoint	N6 13.995 W75 34.018	29/04/2024 12:42:13 p. m. 	1513 m			12 m	0:00:01	44 kph	138° true
Trackpoint	N6 13.990 W75 34.013	29/04/2024 12:42:14 p. m. 	1514 m			12 m	0:00:01	45 kph	135° true
Trackpoint	N6 13.985 W75 34.009	29/04/2024 12:42:15 p. m. 	1514 m			12 m	0:00:01	45 kph	143° true
Trackpoint	N6 13.980 W75 34.004	29/04/2024 12:42:16 p. m. 	1515 m			12 m	0:00:01	45 kph	136° true
Trackpoint	N6 13.975 W75 34.000	29/04/2024 12:42:17 p. m. 	1516 m			13 m	0:00:01	45 kph	137° true
Trackpoint	N6 13.970 W75 33.995	29/04/2024 12:42:18 p. m. 	1516 m			13 m	0:00:01	47 kph	138° true
Trackpoint	N6 13.960 W75 33.999	29/04/2024 12:42:19 p. m. 	1517 m			20 m	0:00:01	72 kph	199° true
Trackpoint	N6 13.954 W75 33.995	29/04/2024 12:42:20 p. m. 	1518 m			13 m	0:00:01	46 kph	150° true
Trackpoint	N6 13.948 W75 33.991	29/04/2024 12:42:21 p. m. 	1519 m			13 m	0:00:01	46 kph	149° true
Trackpoint	N6 13.942 W75 33.988	29/04/2024 12:42:22 p. m. 	1520 m			13 m	0:00:01	47 kph	151° true
Trackpoint	N6 13.936 W75 33.984	29/04/2024 12:42:23 p. m. 	1520 m			13 m	0:00:01	48 kph	148° true
Trackpoint	N6 13.929 W75 33.981	29/04/2024 12:42:24 p. m. 	1521 m			13 m	0:00:01	48 kph	151° true
Trackpoint	N6 13.923 W75 33.977	29/04/2024 12:42:25 p. m. 	1522 m			13 m	0:00:01	47 kph	151° true
Trackpoint	N6 13.917 W75 33.974	29/04/2024 12:42:26 p. m. 	1522 m			13 m	0:00:01	47 kph	149° true
Trackpoint	N6 13.911 W75 33.970	29/04/2024 12:42:27 p. m. 	1523 m			13 m	0:00:01	47 kph	150° true
Trackpoint	N6 13.905 W75 33.967	29/04/2024 12:42:28 p. m. 	1524 m			13 m	0:00:01	47 kph	153° true
Trackpoint	N6 13.899 W75 33.963	29/04/2024 12:42:29 p. m. 	1524 m			13 m	0:00:01	46 kph	150° true
Trackpoint	N6 13.893 W75 33.960	29/04/2024 12:42:30 p. m. 	1525 m			13 m	0:00:01	47 kph	152° true
Trackpoint	N6 13.886 W75 33.957	29/04/2024 12:42:31 p. m. 	1525 m			13 m	0:00:01	47 kph	156° true
Trackpoint	N6 13.880 W75 33.954	29/04/2024 12:42:32 p. m. 	1526 m			13 m	0:00:01	45 kph	156° true
Trackpoint	N6 13.874 W75 33.953	29/04/2024 12:42:33 p. m. 	1527 m			12 m	0:00:01	43 kph	168° true
Trackpoint	N6 13.867 W75 33.952	29/04/2024 12:42:34 p. m. 	1528 m			12 m	0:00:01	43 kph	175° true
Trackpoint	N6 13.861 W75 33.953	29/04/2024 12:42:35 p. m. 	1529 m			12 m	0:00:01	44 kph	183° true
Trackpoint	N6 13.854 W75 33.954	29/04/2024 12:42:36 p. m. 	1530 m			12 m	0:00:01	43 kph	190° true
Trackpoint	N6 13.848 W75 33.955	29/04/2024 12:42:37 p. m. 	1531 m			12 m	0:00:01	42 kph	194° true
Trackpoint	N6 13.842 W75 33.957	29/04/2024 12:42:38 p. m. 	1532 m			12 m	0:00:01	42 kph	197° true
Trackpoint	N6 13.837 W75 33.960	29/04/2024 12:42:39 p. m. 	1532 m			11 m	0:00:01	40 kph	206° true
Trackpoint	N6 13.832 W75 33.963	29/04/2024 12:42:40 p. m. 	1533 m			11 m	0:00:01	38 kph	208° true
Trackpoint	N6 13.827 W75 33.965	29/04/2024 12:42:41 p. m. 	1534 m			10 m	0:00:01	38 kph	209° true
Trackpoint	N6 13.822 W75 33.969	29/04/2024 12:42:42 p. m. 	1535 m			11 m	0:00:01	39 kph	217° true
Trackpoint	N6 13.817 W75 33.973	29/04/2024 12:42:43 p. m. 	1536 m			11 m	0:00:01	41 kph	219° true
Trackpoint	N6 13.813 W75 33.977	29/04/2024 12:42:44 p. m. 	1536 m			11 m	0:00:01	40 kph	222° true
Trackpoint	N6 13.809 W75 33.980	29/04/2024 12:42:45 p. m. 	1537 m			11 m	0:00:01	38 kph	218° true
Trackpoint	N6 13.803 W75 33.983	29/04/2024 12:42:46 p. m. 	1538 m			11 m	0:00:01	38 kph	205° true
Trackpoint	N6 13.799 W75 33.985	29/04/2024 12:42:47 p. m. 	1539 m			10 m	0:00:01	36 kph	206° true
Trackpoint	N6 13.794 W75 33.987	29/04/2024 12:42:48 p. m. 	1539 m			10 m	0:00:01	34 kph	200° true
Trackpoint	N6 13.788 W75 33.988	29/04/2024 12:42:49 p. m. 	1540 m			10 m	0:00:01	35 kph	188° true
Trackpoint	N6 13.783 W75 33.989	29/04/2024 12:42:50 p. m. 	1540 m			10 m	0:00:01	36 kph	199° true
Trackpoint	N6 13.778 W75 33.991	29/04/2024 12:42:51 p. m. 	1541 m			10 m	0:00:01	36 kph	195° true
Trackpoint	N6 13.773 W75 33.993	29/04/2024 12:42:52 p. m. 	1542 m			10 m	0:00:01	36 kph	202° true
Trackpoint	N6 13.768 W75 33.994	29/04/2024 12:42:53 p. m. 	1542 m			10 m	0:00:01	38 kph	191° true
Trackpoint	N6 13.762 W75 33.995	29/04/2024 12:42:54 p. m. 	1543 m			11 m	0:00:01	39 kph	194° true
Trackpoint	N6 13.756 W75 33.996	29/04/2024 12:42:55 p. m. 	1543 m			11 m	0:00:01	39 kph	189° true
Trackpoint	N6 13.751 W75 33.997	29/04/2024 12:42:56 p. m. 	1544 m			11 m	0:00:01	39 kph	190° true
Trackpoint	N6 13.745 W75 33.998	29/04/2024 12:42:57 p. m. 	1545 m			11 m	0:00:01	39 kph	188° true
Trackpoint	N6 13.739 W75 33.998	29/04/2024 12:42:58 p. m. 	1546 m			11 m	0:00:01	40 kph	184° true
Trackpoint	N6 13.733 W75 33.999	29/04/2024 12:42:59 p. m. 	1546 m			11 m	0:00:01	40 kph	188° true
Trackpoint	N6 13.727 W75 34.000	29/04/2024 12:43:00 p. m. 	1547 m			11 m	0:00:01	39 kph	190° true
Trackpoint	N6 13.721 W75 34.001	29/04/2024 12:43:01 p. m. 	1548 m			11 m	0:00:01	39 kph	184° true
Trackpoint	N6 13.715 W75 34.001	29/04/2024 12:43:02 p. m. 	1549 m			11 m	0:00:01	40 kph	180° true
Trackpoint	N6 13.709 W75 34.001	29/04/2024 12:43:03 p. m. 	1550 m			11 m	0:00:01	40 kph	180° true
Trackpoint	N6 13.703 W75 34.000	29/04/2024 12:43:04 p. m. 	1550 m			11 m	0:00:01	41 kph	171° true
Trackpoint	N6 13.698 W75 33.998	29/04/2024 12:43:05 p. m. 	1551 m			11 m	0:00:01	41 kph	160° true
Trackpoint	N6 13.692 W75 33.995	29/04/2024 12:43:06 p. m. 	1551 m			11 m	0:00:01	41 kph	153° true
Trackpoint	N6 13.687 W75 33.991	29/04/2024 12:43:07 p. m. 	1552 m			12 m	0:00:01	42 kph	144° true
Trackpoint	N6 13.682 W75 33.987	29/04/2024 12:43:08 p. m. 	1553 m			12 m	0:00:01	43 kph	139° true
Trackpoint	N6 13.678 W75 33.982	29/04/2024 12:43:09 p. m. 	1553 m			12 m	0:00:01	43 kph	133° true
Trackpoint	N6 13.673 W75 33.977	29/04/2024 12:43:10 p. m. 	1553 m			13 m	0:00:01	46 kph	132° true
Trackpoint	N6 13.669 W75 33.971	29/04/2024 12:43:11 p. m. 	1554 m			13 m	0:00:01	47 kph	126° true
Trackpoint	N6 13.665 W75 33.966	29/04/2024 12:43:12 p. m. 	1554 m			13 m	0:00:01	47 kph	128° true
Trackpoint	N6 13.660 W75 33.960	29/04/2024 12:43:13 p. m. 	1554 m			13 m	0:00:01	46 kph	127° true
Trackpoint	N6 13.657 W75 33.955	29/04/2024 12:43:14 p. m. 	1555 m			12 m	0:00:01	45 kph	125° true
Trackpoint	N6 13.652 W75 33.949	29/04/2024 12:43:15 p. m. 	1555 m			12 m	0:00:01	45 kph	128° true
Trackpoint	N6 13.648 W75 33.944	29/04/2024 12:43:16 p. m. 	1556 m			12 m	0:00:01	44 kph	128° true
Trackpoint	N6 13.644 W75 33.940	29/04/2024 12:43:17 p. m. 	1556 m			12 m	0:00:01	43 kph	139° true
Trackpoint	N6 13.638 W75 33.936	29/04/2024 12:43:18 p. m. 	1557 m			12 m	0:00:01	44 kph	142° true
Trackpoint	N6 13.633 W75 33.932	29/04/2024 12:43:19 p. m. 	1557 m			12 m	0:00:01	44 kph	145° true
Trackpoint	N6 13.628 W75 33.928	29/04/2024 12:43:20 p. m. 	1558 m			12 m	0:00:01	42 kph	142° true
Trackpoint	N6 13.623 W75 33.924	29/04/2024 12:43:21 p. m. 	1558 m			11 m	0:00:01	41 kph	142° true
Trackpoint	N6 13.618 W75 33.920	29/04/2024 12:43:22 p. m. 	1559 m			11 m	0:00:01	41 kph	142° true
Trackpoint	N6 13.613 W75 33.917	29/04/2024 12:43:23 p. m. 	1559 m			12 m	0:00:01	42 kph	141° true
Trackpoint	N6 13.608 W75 33.912	29/04/2024 12:43:24 p. m. 	1560 m			12 m	0:00:01	43 kph	140° true
Trackpoint	N6 13.603 W75 33.909	29/04/2024 12:43:25 p. m. 	1560 m			12 m	0:00:01	42 kph	146° true
Trackpoint	N6 13.598 W75 33.905	29/04/2024 12:43:26 p. m. 	1561 m			12 m	0:00:01	42 kph	146° true
Trackpoint	N6 13.593 W75 33.902	29/04/2024 12:43:27 p. m. 	1562 m			12 m	0:00:01	42 kph	147° true
Trackpoint	N6 13.588 W75 33.899	29/04/2024 12:43:28 p. m. 	1562 m			11 m	0:00:01	41 kph	147° true
Trackpoint	N6 13.582 W75 33.896	29/04/2024 12:43:29 p. m. 	1562 m			11 m	0:00:01	40 kph	150° true
Trackpoint	N6 13.577 W75 33.893	29/04/2024 12:43:30 p. m. 	1563 m			11 m	0:00:01	39 kph	153° true
Trackpoint	N6 13.572 W75 33.891	29/04/2024 12:43:31 p. m. 	1563 m			10 m	0:00:01	37 kph	162° true
Trackpoint	N6 13.567 W75 33.890	29/04/2024 12:43:32 p. m. 	1563 m			11 m	0:00:01	39 kph	165° true
Trackpoint	N6 13.561 W75 33.891	29/04/2024 12:43:33 p. m. 	1563 m			10 m	0:00:01	37 kph	189° true
Trackpoint	N6 13.556 W75 33.892	29/04/2024 12:43:34 p. m. 	1564 m			10 m	0:00:01	36 kph	196° true
Trackpoint	N6 13.551 W75 33.894	29/04/2024 12:43:35 p. m. 	1564 m			9 m	0:00:01	33 kph	203° true
Trackpoint	N6 13.547 W75 33.896	29/04/2024 12:43:36 p. m. 	1564 m			9 m	0:00:01	32 kph	205° true
Trackpoint	N6 13.543 W75 33.899	29/04/2024 12:43:37 p. m. 	1565 m			10 m	0:00:01	34 kph	211° true
Trackpoint	N6 13.538 W75 33.902	29/04/2024 12:43:38 p. m. 	1566 m			10 m	0:00:01	37 kph	211° true
Trackpoint	N6 13.533 W75 33.905	29/04/2024 12:43:39 p. m. 	1567 m			11 m	0:00:01	38 kph	215° true
Trackpoint	N6 13.528 W75 33.908	29/04/2024 12:43:40 p. m. 	1568 m			11 m	0:00:01	41 kph	213° true
Trackpoint	N6 13.523 W75 33.911	29/04/2024 12:43:41 p. m. 	1569 m			11 m	0:00:01	40 kph	208° true
Trackpoint	N6 13.518 W75 33.914	29/04/2024 12:43:42 p. m. 	1569 m			11 m	0:00:01	39 kph	208° true
Trackpoint	N6 13.512 W75 33.917	29/04/2024 12:43:43 p. m. 	1570 m			11 m	0:00:01	40 kph	207° true
Trackpoint	N6 13.506 W75 33.919	29/04/2024 12:43:44 p. m. 	1570 m			12 m	0:00:01	42 kph	197° true
Trackpoint	N6 13.499 W75 33.920	29/04/2024 12:43:45 p. m. 	1571 m			13 m	0:00:01	46 kph	188° true
Trackpoint	N6 13.492 W75 33.919	29/04/2024 12:43:46 p. m. 	1571 m			13 m	0:00:01	46 kph	180° true
Trackpoint	N6 13.485 W75 33.918	29/04/2024 12:43:47 p. m. 	1572 m			13 m	0:00:01	47 kph	171° true
Trackpoint	N6 13.479 W75 33.917	29/04/2024 12:43:48 p. m. 	1572 m			13 m	0:00:01	47 kph	166° true
Trackpoint	N6 13.472 W75 33.914	29/04/2024 12:43:49 p. m. 	1573 m			13 m	0:00:01	47 kph	162° true
Trackpoint	N6 13.465 W75 33.913	29/04/2024 12:43:50 p. m. 	1573 m			13 m	0:00:01	48 kph	165° true
Trackpoint	N6 13.458 W75 33.911	29/04/2024 12:43:51 p. m. 	1574 m			13 m	0:00:01	48 kph	164° true
Trackpoint	N6 13.451 W75 33.909	29/04/2024 12:43:52 p. m. 	1574 m			13 m	0:00:01	48 kph	166° true
Trackpoint	N6 13.445 W75 33.907	29/04/2024 12:43:53 p. m. 	1575 m			13 m	0:00:01	45 kph	163° true
Trackpoint	N6 13.438 W75 33.904	29/04/2024 12:43:54 p. m. 	1575 m			13 m	0:00:01	47 kph	158° true
Trackpoint	N6 13.432 W75 33.904	29/04/2024 12:43:55 p. m. 	1576 m			12 m	0:00:01	44 kph	178° true
Trackpoint	N6 13.425 W75 33.904	29/04/2024 12:43:56 p. m. 	1577 m			12 m	0:00:01	44 kph	181° true
Trackpoint	N6 13.419 W75 33.909	29/04/2024 12:43:57 p. m. 	1577 m			15 m	0:00:01	54 kph	220° true
Trackpoint	N6 13.412 W75 33.910	29/04/2024 12:43:58 p. m. 	1578 m			12 m	0:00:01	44 kph	187° true
Trackpoint	N6 13.406 W75 33.909	29/04/2024 12:43:59 p. m. 	1578 m			12 m	0:00:01	45 kph	173° true
Trackpoint	N6 13.399 W75 33.909	29/04/2024 12:44:00 p. m. 	1579 m			12 m	0:00:01	43 kph	181° true
Trackpoint	N6 13.393 W75 33.910	29/04/2024 12:44:01 p. m. 	1580 m			11 m	0:00:01	41 kph	185° true
Trackpoint	N6 13.388 W75 33.911	29/04/2024 12:44:02 p. m. 	1580 m			11 m	0:00:01	38 kph	191° true
Trackpoint	N6 13.382 W75 33.912	29/04/2024 12:44:03 p. m. 	1581 m			10 m	0:00:01	36 kph	192° true
Trackpoint	N6 13.377 W75 33.913	29/04/2024 12:44:04 p. m. 	1581 m			10 m	0:00:01	35 kph	187° true
Trackpoint	N6 13.372 W75 33.913	29/04/2024 12:44:05 p. m. 	1582 m			9 m	0:00:01	33 kph	187° true
Trackpoint	N6 13.367 W75 33.914	29/04/2024 12:44:06 p. m. 	1582 m			9 m	0:00:01	33 kph	188° true
Trackpoint	N6 13.362 W75 33.915	29/04/2024 12:44:07 p. m. 	1582 m			9 m	0:00:01	33 kph	193° true
Trackpoint	N6 13.358 W75 33.916	29/04/2024 12:44:08 p. m. 	1583 m			9 m	0:00:01	33 kph	191° true
Trackpoint	N6 13.353 W75 33.917	29/04/2024 12:44:09 p. m. 	1583 m			10 m	0:00:01	34 kph	192° true
Trackpoint	N6 13.347 W75 33.918	29/04/2024 12:44:10 p. m. 	1584 m			10 m	0:00:01	35 kph	188° true
Trackpoint	N6 13.342 W75 33.919	29/04/2024 12:44:11 p. m. 	1584 m			10 m	0:00:01	36 kph	190° true
Trackpoint	N6 13.337 W75 33.919	29/04/2024 12:44:12 p. m. 	1584 m			10 m	0:00:01	37 kph	189° true
Trackpoint	N6 13.331 W75 33.921	29/04/2024 12:44:13 p. m. 	1585 m			11 m	0:00:01	38 kph	192° true
